City_ID,City Name,Cloudiness,Country,Datetime,Humidity,Lat,Lng,Max Temp,Wind Speed
112,Avarua,20,CK,-36000,83,-21.2078,-159.775,75.25,8.05
113,Chui,0,UY,-10800,40,-33.6971,-53.4616,75.16,4.32
114,Neiafu,40,TO,46800,94,-18.65,-173.9833,72.28,0
115,Manta,40,EC,-18000,65,-0.95,-80.7333,80.38,4.61
116,Pisco,20,PE,-18000,77,-13.7,-76.2167,68.05,11.5
117,Codrington,79,AU,39600,80,-38.2667,141.9667,46.29,4.94
118,Arraial do Cabo,90,BR,-10800,83,-22.9661,-42.0278,78.76,9.22
119,Sandpoint,90,US,-28800,93,48.2766,-116.5533,33.69,0
120,Sørland,61,NO,3600,67,67.667,12.6934,42.66,32.08
121,Hargeisa,41,SO,10800,40,9.56,44.065,67.98,9.42
122,Novy Urengoy,80,RU,18000,100,66.0833,76.6333,-18.92,4.56
123,Marystown,100,CA,-12600,100,47.1666,-55.1483,54.86,8.99
124,George Town,20,MY,28800,83,5.4112,100.3354,82.33,0
125,Vila Franca do Campo,89,PT,-3600,60,37.7167,-25.4333,68.41,4.5
126,Kahului,20,US,-36000,84,20.8947,-156.47,76.84,0
127,San-Pédro,25,CI,0,72,4.7485,-6.6363,83.59,8.81
128,Abu Samrah,90,SY,7200,54,35.3029,37.1841,62.91,6.53
129,Ordzhonīkīdze,97,KZ,21600,92,52.4411,61.7408,22.33,16.4
130,Gimli,100,CA,-21600,74,50.6336,-96.9907,26.62,23.02
131,Coahuayana Viejo,2,MX,-21600,41,18.7333,-103.6833,83.68,0.78
132,Santoña,0,ES,3600,63,43.4439,-3.4576,63.93,9.51
133,Balbriggan,35,IE,0,83,53.6128,-6.1819,54.09,10.42
134,Viedma,5,AR,-10800,31,-40.8135,-62.9967,74.73,11.5
135,Vikhorevka,100,RU,28800,93,56.1201,101.1636,11.79,1.54
136,Carutapera,45,BR,-10800,72,-1.195,-46.02,85.59,10.78
137,Ugoofaaru,66,MV,18000,69,5.6667,73,82.09,20.54
138,Port Macquarie,100,AU,39600,89,-31.4333,152.9167,67.96,9.26
139,Vardø,75,NO,3600,93,70.3705,31.1107,35.58,4.61
140,Cuencamé de Ceniceros,27,MX,-21600,65,24.8711,-103.6964,56.61,4.72
141,Saskylakh,20,RU,32400,99,71.9167,114.0833,-23.24,6.35
142,Le Port,17,RE,14400,91,-20.9373,55.2919,78.8,6.17
143,Thompson,75,CA,-21600,93,55.7435,-97.8558,23.16,4.61
144,Sitka,40,US,-32400,86,57.0531,-135.33,30.09,8.05
145,Christchurch,51,NZ,46800,80,-43.5333,172.6333,51.94,5.75
146,Saint-Philippe,74,RE,14400,76,-21.3585,55.7679,78.39,11.12
147,Goderich,100,CA,-18000,60,43.7501,-81.7165,39.9,17.27
148,Srednekolymsk,100,RU,39600,99,67.45,153.6833,-11.36,1.59
149,Atuona,6,PF,-34200,75,-9.8,-139.0333,77.43,13.44
150,Boshnyakovo,99,RU,39600,83,49.6333,142.1667,23.94,15.88
151,Naze,54,JP,32400,82,28.3667,129.4833,66.16,11.79
152,Marabu,40,MY,28800,100,4.4148,114.0089,77.14,6.91
153,Mahébourg,40,MU,14400,83,-20.4081,57.7,77.25,5.75
154,Valleyview,69,CA,-25200,86,55.0667,-117.2859,15.84,12.66
155,Yurga,100,RU,25200,92,55.7231,84.8861,1.49,14.18
156,Alta Floresta,89,BR,-14400,65,-9.8756,-56.0861,83.61,6.06
157,Cabo San Lucas,1,MX,-25200,74,22.8909,-109.9124,78.51,1.01
158,Umluj,4,SA,10800,56,25.0213,37.2685,78.13,16.55
159,Nanortalik,100,GL,-10800,68,60.1432,-45.2371,26.87,5.7
160,Kapit,93,MY,28800,99,2.0167,112.9333,73.65,0.98
161,Mossamedes,12,AO,3600,71,-15.1961,12.1522,74.55,15.37
162,Nakhon Phanom,81,TH,25200,75,17.3333,104.4167,75.27,0.72
163,Uyuni,31,BO,-14400,4,-20.4597,-66.825,59.99,10.71
164,San Quintín,94,MX,-28800,79,30.4833,-115.95,63.34,5.95
165,Bethel,40,US,-18000,54,41.3712,-73.414,46.76,4
166,Makakilo City,1,US,-36000,83,21.3469,-158.0858,73.72,4.61
167,Igarka,100,RU,25200,94,67.4667,86.5833,-7.91,18.1
168,Salalah,20,OM,14400,74,17.0151,54.0924,80.69,3.44
169,Ballitoville,75,ZA,7200,72,-29.539,31.2144,67.24,1.14
170,Kavaratti,100,IN,19800,75,10.5669,72.642,81.37,14.43
171,Stornoway,75,GB,0,100,58.2093,-6.3865,53.56,16.11
172,Denpasar,20,ID,28800,94,-8.65,115.2167,78.46,3.44
173,Esperance,100,AU,28800,66,-33.8667,121.9,57.16,6.71
174,Ibrā’,0,OM,14400,41,22.6906,58.5334,73.33,4.23
175,Avon Park,60,US,-18000,73,27.5959,-81.5062,80.82,12.39
176,Pemberton,44,CA,-28800,92,50.3164,-122.8027,26.46,1.79
177,Tamala,100,RU,10800,98,52.541,43.2515,29.35,7.07
178,Sept-Îles,40,CA,-18000,80,50.2001,-66.3821,39.72,5.99
179,Havøysund,100,NO,3600,98,70.9963,24.6622,32.88,6.49
180,Blytheville,1,US,-21600,50,35.9273,-89.919,44.74,10.36
181,Port-Gentil,38,GA,3600,81,-0.7193,8.7815,81.01,14.41
182,Rio Grande,0,BR,-10800,47,-32.035,-52.0986,74.95,8.08
183,Wattegama,98,LK,19800,93,6.7989,81.4808,75.06,3.47
184,San Cristobal,83,VE,-14400,53,7.7669,-72.225,71.78,0.92
185,Tezu,0,IN,19800,45,27.9167,96.1667,63.61,4.54
186,Souillac,40,MU,14400,83,-20.5167,57.5167,77.36,5.75
187,Dongargaon,100,IN,19800,51,20.9667,80.85,77.41,7.05
188,Talcahuano,0,CL,-10800,68,-36.7167,-73.1167,64.08,6.91
189,Qian’an,99,CN,28800,94,44.9932,124.0581,20.41,2.57
190,Ostrovnoy,100,RU,10800,93,68.0531,39.5131,28.67,4.23
191,Gizo Government Station,100,SB,39600,79,-8.103,156.8419,79.97,8.25
192,Caronport,79,CA,-21600,87,50.4501,-105.8179,25,8.25
193,Boa Vista,75,BR,-14400,46,2.8197,-60.6733,93.18,16.11
194,Kollegāl,90,IN,19800,94,12.15,77.1167,74.59,2.55
195,Lianzhou,100,CN,28800,83,24.7811,112.3825,68.36,0.54
196,Edgewater,75,US,-18000,78,28.9889,-80.9023,80.69,9.22
197,Goya,0,AR,-10800,23,-29.14,-59.2626,84.2,4.59
198,Ciudad Bolivar,84,VE,-14400,45,8.1222,-63.5497,91.81,7.78
199,Ust-Tsilma,100,RU,10800,95,65.441,52.1498,24.93,9.28
200,Moose Factory,20,CA,-18000,74,51.2585,-80.6094,26.6,18.41
201,Harindānga,87,IN,19800,51,22.0383,88.3214,76.98,3.87
202,Conceição das Alagoas,97,BR,-10800,78,-19.9147,-48.3883,78.58,11.88
203,Charleston,1,US,-18000,35,32.7766,-79.9309,59.09,8.01
204,Ýpsonas,20,CY,7200,64,34.6884,32.9574,67.17,10.36
205,Odienné,36,CI,0,29,9.51,-7.5692,91.78,6.06
206,Saldanha,0,ZA,7200,74,-33.0117,17.9442,68.05,26.6
207,Butaritari,100,KI,43200,82,3.0707,172.7902,79.99,15.52
208,Kashgar,0,CN,28800,38,39.4547,75.9797,38.41,6.71
209,Chake Chake,6,TZ,10800,77,-5.2459,39.7666,78.64,9.46
210,Itamaracá,52,BR,-10800,58,-7.7478,-34.8256,86.68,11.48
211,Deputatsky,100,RU,36000,96,69.3,139.9,-10.88,2.21
212,Chumikan,19,RU,36000,86,54.7183,135.315,3.51,13.44
213,Provideniya,6,RU,43200,90,64.3833,-173.3,7.47,7.47
214,Lompoc,90,US,-28800,92,34.6391,-120.4579,57.13,0
215,Guarapuava,95,BR,-10800,70,-25.3953,-51.4581,70.66,2.82
216,Estelle,20,US,-21600,45,29.8458,-90.1067,59.04,11.5
217,Simplício Mendes,58,BR,-10800,24,-7.8539,-41.9103,100.42,5.7
218,Zamora,100,EC,-18000,59,-4.0692,-78.9567,85.24,4.25
219,Porto-Novo,10,BJ,3600,70,6.4965,2.6036,84.02,9.42
220,Mahon,20,ES,3600,88,39.8885,4.2658,59.56,9.22
221,Saint Paul Harbor,75,US,-32400,63,57.79,-152.4072,20.71,8.05
222,Tallahassee,1,US,-18000,48,30.4383,-84.2807,65.68,1.01
223,Belen,75,TR,10800,39,36.4891,36.2233,57.34,6.91
224,Adrar,36,MR,0,18,20.5022,-10.0711,88.43,13.24
225,Caravelas,32,BR,-10800,62,-17.7125,-39.2481,84.79,12.1
226,Tikrit,5,IQ,10800,29,34.6071,43.6782,63.57,2.24
227,Nālūt,99,LY,7200,43,30.3333,10.85,72.36,15.1
228,Lagoa,84,PT,-3600,72,39.05,-27.9833,65.37,19.24
229,Bilma,3,NE,3600,14,18.6853,12.9164,88.09,6.22
230,Rocha,5,UY,-10800,32,-34.4833,-54.3333,79.57,3.74
231,Kaeo,100,NZ,46800,90,-35.1,173.7833,56.32,4.83
232,Lüderitz,0,NA,7200,56,-26.6481,15.1594,69.51,29.82
233,Middelburg,42,ZA,7200,75,-25.7751,29.4648,65.19,17.72
234,Lavrentiya,6,RU,43200,86,65.5833,-171,4.59,6.26
235,Ust-Nera,78,RU,36000,99,64.5667,143.2,-14.48,3.94
236,Paamiut,100,GL,-10800,68,61.994,-49.6678,20.41,7.99
237,Grindavik,40,IS,0,81,63.8424,-22.4338,41.47,18.41
238,Khani,100,GE,14400,81,41.9563,42.9566,38.77,0.49
239,Kloulklubed,45,PW,32400,74,7.0419,134.2556,77.5,8.84
240,Acaraú,8,BR,-10800,56,-2.8856,-40.12,90.21,21.07
241,Marabá,40,BR,-10800,66,-5.3686,-49.1178,89.78,4.61
242,Binga,100,ZW,7200,56,-17.6203,27.3414,78.75,5.14
243,Suileng,100,CN,28800,94,47.25,127.0833,11.32,3.96
244,São Desidério,44,BR,-10800,37,-12.3633,-44.9733,92.23,4.94
245,Katobu,100,ID,28800,93,-4.9408,122.5276,75.56,3.38
246,Faya,27,SA,10800,78,18.3851,42.4509,62.71,7.7
247,North Bend,90,US,-28800,97,43.4065,-124.2243,49.06,5.75
248,Neverkino,100,RU,10800,96,52.7854,46.7417,27.5,10.83
249,Leningradskiy,57,RU,43200,79,69.3833,178.4167,-3.77,4.88
250,Norman Wells,75,CA,-25200,77,65.282,-126.8329,-5.76,5.75
251,Shintomi,0,JP,32400,70,32.0785,131.4723,53.35,4.34
252,Bubaque,22,GW,0,56,11.2833,-15.8333,84.47,6.6
253,Mahibadhoo,14,MV,18000,81,3.7833,72.9667,82.33,20.22
254,Tateyama,71,JP,32400,62,34.9833,139.8667,55.42,11.14
255,Krasne,100,UA,7200,92,49.9145,24.6134,45.75,17.25
256,Pueblo Bello,85,CO,-18000,79,8.2041,-76.526,81.36,3.44
257,Omsukchan,97,RU,39600,99,62.5333,155.8,4.66,1.79
258,Ahipara,100,NZ,46800,76,-35.1667,173.1667,55.54,4.25
259,Cruz Grande,31,MX,-21600,53,16.7333,-99.1333,82.78,2.21
260,Havelock,99,US,-18000,56,34.8791,-76.9013,55.35,3
261,Tura,8,IN,19800,86,25.5198,90.2201,62.64,3.04
262,Kailua,40,US,-36000,78,21.4022,-157.7394,75.18,4.61
263,Ponta do Sol,32,PT,0,87,32.6667,-17.1,64.71,5.1
264,Cidreira,98,BR,-10800,68,-30.1811,-50.2056,66.96,7.31
265,San Andrés,20,CO,-18000,70,12.5847,-81.7006,87.82,11.5
266,Jalu,6,LY,7200,29,29.0331,21.5482,71.98,5.5
267,Anadyr,75,RU,43200,84,64.75,177.4833,-3.5,11.18
268,Solnechnyy,57,RU,36000,94,50.7214,136.6319,10.47,4.14
269,Katsuura,79,JP,32400,63,35.1333,140.3,55.51,9.01
270,Bima,94,ID,28800,87,-8.4667,118.7167,78.76,2.15
271,Krasnosel'kup,100,RU,18000,97,65.7,82.4667,-3.17,11.81
272,Oranjestad,20,AW,-14400,62,12.524,-70.027,85.95,19.57
273,Tanout,16,NE,3600,9,14.9709,8.8879,91.06,12.24
274,Kawalu,100,ID,25200,97,-7.3817,108.2082,71.82,1.59
275,Ust'-Kan,47,RU,25200,84,50.9276,84.761,-4.27,4.9
276,Acajutla,95,SV,-21600,54,13.5928,-89.8275,91.74,3.33
277,Liverpool,40,GB,0,86,53.4106,-2.9779,56.68,1.99
278,Half Moon Bay,90,US,-28800,90,37.4636,-122.4286,58.1,0
279,Khasan,3,RU,36000,58,42.4308,130.6434,34.32,8.39
280,Bengkulu,100,ID,25200,89,-3.8004,102.2655,75.69,4.5
281,Rosario,0,AR,-10800,29,-32.9468,-60.6393,91.08,4
282,Arman',71,RU,39600,82,59.7,150.1667,13.69,10.6
283,Newport,72,GB,0,86,51.5877,-2.9984,56.62,6.15
284,Buta,99,CD,7200,78,2.7858,24.73,78.69,4.07
285,Zonguldak,100,TR,10800,91,41.25,31.8333,43.25,1.86
286,Gravdal,75,NO,3600,75,68.1214,13.5031,40.89,31.07
287,Tazovsky,98,RU,18000,100,67.4667,78.7,-16.85,2.15
288,Hualmay,92,PE,-18000,72,-11.0964,-77.6139,68.77,9.08
289,Antalaha,4,MG,10800,79,-14.9003,50.2788,76.59,8.66
290,Mountrath,4,IE,0,83,52.9989,-7.4728,50.59,4.23
291,Cartagena del Chairá,56,CO,-18000,40,1.3349,-74.8429,91.29,5.86
292,Pahrump,99,US,-28800,29,36.2083,-115.9839,65.32,5.01
293,Nantucket,34,US,-18000,61,41.2835,-70.0995,50.97,22.73
294,Huarmey,23,PE,-18000,75,-10.0681,-78.1522,68.99,9.4
295,Nizhniy Kuranakh,32,RU,32400,99,58.8353,125.4869,-14.78,2.51
296,Longyearbyen,20,SJ,3600,57,78.2186,15.6401,12.04,20.71
297,Kuytun,99,RU,28800,95,54.3419,101.5036,5.47,3.62
298,Seoul,40,KR,32400,100,37.5683,126.9778,49.51,2.3
299,Yar-Sale,13,RU,18000,98,66.8333,70.8333,-13.07,8.37
300,Labuhan,100,ID,25200,79,-6.8844,112.2051,81.21,4.21
301,Laguna,90,US,-28800,94,38.421,-121.4238,58.14,1.01
302,Rehoboth,15,NA,7200,7,-23.3167,17.0833,86.67,21.56
303,Ormoc City,71,PH,28800,88,11.0064,124.6075,77.07,1.81
304,Coron,53,PH,28800,85,11.9986,120.2043,78.3,2.39
305,Urucará,99,BR,-14400,61,-2.5364,-57.76,87.12,2.26
306,Skibbereen,100,IE,0,72,51.55,-9.2667,51.6,8.86
307,Geraldton,0,AU,28800,77,-28.7667,114.6,61.21,11.5
